id,first_name,last_name,email,phone_number,hire_date,job_title,department,salary,manager_id,address,skills
102,Janet,Johnson,thomasharris@example.com,(332)985-5553x57038,2024-05-26,Recruiter,HR,74229,12.0,"{'street': '32261 Allen Prairie Apt. 960', 'city': 'Port Daniel', 'state': 'OK', 'zip': '29456', 'country': 'USA'}","['Scala', 'GCP', 'PowerBI', 'Python', 'Excel']"
103,Edward,Hines,shaffertina@example.net,843.353.3848,2016-09-18,Customer Success,Customer Support,74361,26.0,"{'street': '366 Courtney Village', 'city': 'Lake Pamelaburgh', 'state': 'SC', 'zip': '16481', 'country': 'USA'}","['AWS', 'Tableau']"
104,Austin,Coleman,margaret38@example.com,785.834.0328x52553,2021-04-30,Technical Support,Customer Support,69673,17.0,"{'street': '96367 Brian Corners', 'city': 'New Linda', 'state': 'OK', 'zip': '19840', 'country': 'USA'}","['Docker', 'SQL', 'Azure', 'Hadoop']"
105,Lori,Allen,victornavarro@example.com,955-683-4985,2020-10-01,Finance Manager,Finance,93738,12.0,"{'street': '091 Frank Park Suite 215', 'city': 'South Stacyhaven', 'state': 'MD', 'zip': '53228', 'country': 'USA'}","['R', 'Docker', 'GCP']"
106,Kenneth,Huffman,wchristian@example.org,(856)565-1952,2022-02-20,Operations Analyst,Operations,79563,26.0,"{'street': '91781 James Track Suite 438', 'city': 'Port Jacobport', 'state': 'AR', 'zip': '34734', 'country': 'USA'}","['Spark', 'Kubernetes', 'Azure', 'Excel', 'GCP']"
107,Scott,Stephens,donald52@example.net,001-473-442-5121x64017,2021-02-28,Sales Manager,Sales,95434,2.0,"{'street': '213 Whitney Bridge', 'city': 'New Michaelside', 'state': 'CT', 'zip': '24635', 'country': 'USA'}","['PowerBI', 'Java']"
108,Chad,Reid,raymond82@example.org,725.968.3000x4909,2019-03-20,Software Engineer,Engineering,116874,20.0,"{'street': '5120 Jeremy Route', 'city': 'Mariashire', 'state': 'NE', 'zip': '84375', 'country': 'USA'}","['Spark', 'Java', 'Kubernetes', 'Tableau']"
109,Brittney,Wright,ashley50@example.org,3905639493,2019-08-16,Support Manager,Customer Support,69434,32.0,"{'street': '48711 Erickson Village Suite 947', 'city': 'Port Colleenhaven', 'state': 'NM', 'zip': '05101', 'country': 'USA'}","['Python', 'Scala', 'GCP', 'SQL', 'AWS']"
110,Malik,Stewart,cooperryan@example.com,+1-691-209-5528,2022-05-26,IT Manager,IT,91429,46.0,"{'street': '928 Janet Skyway', 'city': 'Michaelfort', 'state': 'NE', 'zip': '56790', 'country': 'USA'}","['Spark', 'AWS', 'R']"
111,Darrell,Ward,lauren24@example.com,001-218-965-1191x450,2024-07-01,Content Creator,Marketing,79307,43.0,"{'street': '544 Michelle Extension Apt. 453', 'city': 'Lake Donnaland', 'state': 'OR', 'zip': '42935', 'country': 'USA'}","['Python', 'PowerBI', 'Tableau']"
112,Elizabeth,Maxwell,obrown@example.com,281.785.7502x959,2023-08-08,HR Manager,HR,67628,20.0,"{'street': '74105 Davis Falls', 'city': 'East Donnashire', 'state': 'LA', 'zip': '22402', 'country': 'USA'}","['Tableau', 'Python', 'Spark']"
113,Jenny,Phillips,hamiltonfrederick@example.org,+1-814-290-9356x24694,2016-12-26,Sales Analyst,Sales,96919,42.0,"{'street': '2619 Tonya Centers', 'city': 'Jessicafurt', 'state': 'WA', 'zip': '70477', 'country': 'USA'}","['GCP', 'Tableau', 'Scala']"
114,Joseph,Holt,cochranallen@example.net,001-230-209-5354x5803,2019-01-24,Talent Acquisition,HR,85446,46.0,"{'street': '44146 Carrie Ranch Suite 511', 'city': 'Debbiehaven', 'state': 'WY', 'zip': '44027', 'country': 'USA'}","['GCP', 'Spark']"
115,Jacob,Taylor,brandonvargas@example.org,980.764.1100x84900,2020-09-24,HR Coordinator,HR,74305,5.0,"{'street': '5411 Smith Neck Apt. 811', 'city': 'Gregoryfurt', 'state': 'ND', 'zip': '49971', 'country': 'USA'}","['SQL', 'Java', 'Tableau', 'Python', 'PowerBI']"
116,Jessica,Martinez,otyler@example.net,605-816-3610,2018-05-16,Brand Strategist,Marketing,94099,11.0,"{'street': '76955 Bowen Spur', 'city': 'Michaelhaven', 'state': 'IL', 'zip': '30518', 'country': 'USA'}","['Spark', 'AWS', 'Kubernetes', 'Java', 'Python']"
117,Jessica,Smith,meredith40@example.org,414.680.8139x544,2025-04-26,Marketing Manager,Marketing,71507,13.0,"{'street': '77913 Greene Ports Apt. 775', 'city': 'Kyleview', 'state': 'SD', 'zip': '27475', 'country': 'USA'}","['AWS', 'Hadoop', 'Docker']"
118,Christian,Gonzalez,elizabeth40@example.com,(456)503-7372x4002,2017-03-02,Network Engineer,IT,107359,9.0,"{'street': '64768 Jonathan Court', 'city': 'Port Peterton', 'state': 'NM', 'zip': '41000', 'country': 'USA'}","['Python', 'AWS', 'Kubernetes', 'GCP']"
119,Andrew,Holland,sweeneyeugene@example.com,+1-617-959-8573x6807,2021-03-08,Sales Manager,Sales,83032,45.0,"{'street': '143 Jamie Mountain', 'city': 'Curtisburgh', 'state': 'NV', 'zip': '76481', 'country': 'USA'}","['Docker', 'AWS', 'PowerBI', 'SQL']"
120,Tracy,Davis,daniel40@example.org,463.754.9055x64754,2017-05-31,Technical Support,Customer Support,85609,41.0,"{'street': '8314 Jennifer Well', 'city': 'Donaldberg', 'state': 'PR', 'zip': '01039', 'country': 'USA'}","['Docker', 'Scala', 'SQL', 'Azure', 'PowerBI']"
121,Barbara,Adams,robert19@example.org,934-677-0182x9218,2021-08-11,Customer Experience,Customer Support,70677,1.0,"{'street': '0426 Boyd Place Suite 667', 'city': 'South Kristintown', 'state': 'PW', 'zip': '37724', 'country': 'USA'}","['SQL', 'GCP']"
122,Shane,Hall,jacqueline23@example.org,789-909-9635,2022-04-17,HR Manager,HR,82241,26.0,"{'street': '74170 Webb Cove Apt. 027', 'city': 'Petersonshire', 'state': 'ND', 'zip': '22903', 'country': 'USA'}","['Kubernetes', 'Docker', 'Tableau', 'Azure']"
123,Paul,Jacobs,kjohnson@example.com,001-728-746-2170x731,2020-12-16,Security Specialist,IT,105566,31.0,"{'street': '149 Jessica Brooks Apt. 709', 'city': 'New Matthewstad', 'state': 'GU', 'zip': '03293', 'country': 'USA'}","['Docker', 'Tableau', 'PowerBI']"
124,Brendan,Lee,jacquelinecastillo@example.org,638-245-2705x4782,2024-04-09,Data Scientist,Engineering,96540,20.0,"{'street': '5752 Katie Valley Suite 884', 'city': 'Garciashire', 'state': 'UT', 'zip': '57609', 'country': 'USA'}","['GCP', 'Docker', 'R', 'Java', 'PowerBI']"
125,Ashley,Aguilar,anne64@example.com,001-700-924-6447x390,2022-04-08,Controller,Finance,99559,4.0,"{'street': '1150 Caroline Port', 'city': 'Thomastown', 'state': 'NM', 'zip': '95702', 'country': 'USA'}","['R', 'Docker', 'Azure', 'AWS', 'Hadoop']"
126,Kristen,Lawrence,matthewscarolyn@example.net,001-270-984-9544,2018-08-03,Sales Representative,Sales,93496,17.0,"{'street': '86292 Nelson Loop Suite 246', 'city': 'Travishaven', 'state': 'NM', 'zip': '21856', 'country': 'USA'}","['Python', 'Excel', 'PowerBI', 'Hadoop', 'Tableau']"
127,Charles,Garcia,samantha08@example.net,+1-346-570-4385,2023-11-06,COO,Operations,75444,28.0,"{'street': '4890 David Place', 'city': 'Port Jamesmouth', 'state': 'MA', 'zip': '13034', 'country': 'USA'}","['R', 'GCP', 'Kubernetes', 'PowerBI']"
128,Michael,Charles,monique04@example.com,920.692.6049x8638,2025-02-10,Customer Success,Customer Support,59250,9.0,"{'street': '1102 Smith Place Suite 301', 'city': 'Brianland', 'state': 'AL', 'zip': '66725', 'country': 'USA'}","['SQL', 'Spark', 'Kubernetes', 'Docker', 'AWS']"
129,Nancy,Anderson,ballardkelsey@example.com,501-879-6743x324,2021-07-07,Support Manager,Customer Support,74909,37.0,"{'street': '7504 Villarreal Crossing', 'city': 'Jeremymouth', 'state': 'AZ', 'zip': '89573', 'country': 'USA'}","['Tableau', 'Scala', 'SQL']"
130,Miranda,Cabrera,matthewhanson@example.org,689.240.0004,2023-04-20,Marketing Manager,Marketing,78913,40.0,"{'street': '533 Perez Squares Suite 298', 'city': 'Fergusonberg', 'state': 'VA', 'zip': '96623', 'country': 'USA'}","['Tableau', 'Kubernetes', 'Docker']"
131,Dennis,Barber,karen03@example.com,(539)575-1601,2019-01-05,HR Coordinator,HR,89873,30.0,"{'street': '6179 Cynthia Ville Apt. 356', 'city': 'Lake Wendy', 'state': 'WA', 'zip': '16321', 'country': 'USA'}","['AWS', 'Tableau', 'PowerBI', 'Java', 'GCP']"
132,Jacqueline,Wu,katherinehenry@example.net,935.809.8265,2024-09-30,Financial Analyst,Finance,82543,4.0,"{'street': '06574 Brenda Fall Suite 938', 'city': 'North Shannonport', 'state': 'ND', 'zip': '76218', 'country': 'USA'}","['PowerBI', 'SQL']"
133,Dalton,Taylor,martinezbrian@example.net,773.564.9625x58970,2015-07-30,Engineering Manager,Engineering,126397,25.0,"{'street': '5908 Harris Stream Apt. 149', 'city': 'Laurenmouth', 'state': 'LA', 'zip': '59055', 'country': 'USA'}","['SQL', 'Python']"
134,Holly,Harrell,millerstuart@example.org,(261)253-4612,2015-11-19,System Administrator,IT,119458,25.0,"{'street': '99325 Brenda Crescent Suite 451', 'city': 'Christineberg', 'state': 'OH', 'zip': '89179', 'country': 'USA'}","['Hadoop', 'Tableau', 'Java', 'SQL']"
135,Aaron,Welch,ureynolds@example.com,(628)826-2231x16206,2016-02-27,Support Agent,Customer Support,82580,11.0,"{'street': '9243 Sanchez Plaza Suite 726', 'city': 'South William', 'state': 'NV', 'zip': '94961', 'country': 'USA'}","['Java', 'Kubernetes', 'SQL', 'Hadoop']"
136,Timothy,Tran,howellpedro@example.com,575-256-1476x91274,2019-03-20,QA Engineer,Engineering,110103,21.0,"{'street': '1825 Jessica Estates Suite 601', 'city': 'Port Larryburgh', 'state': 'KY', 'zip': '91714', 'country': 'USA'}","['Docker', 'SQL', 'Spark', 'Kubernetes', 'PowerBI']"
137,Rachel,Smith,wjohnston@example.org,+1-887-981-6455x669,2020-01-23,System Administrator,IT,96346,13.0,"{'street': '7663 Estrada Dale Apt. 859', 'city': 'North Kristinview', 'state': 'PR', 'zip': '45358', 'country': 'USA'}","['Excel', 'Kubernetes', 'Spark', 'PowerBI', 'AWS']"
138,Ashley,Smith,wsmith@example.net,001-512-549-7070x8176,2018-09-08,Controller,Finance,106920,45.0,"{'street': '3210 Andrew Vista', 'city': 'East Ericafurt', 'state': 'DE', 'zip': '18992', 'country': 'USA'}","['Docker', 'Azure', 'SQL', 'GCP']"
139,Ashley,Harper,morrowmonique@example.net,221-941-2269x34884,2016-09-16,DevOps Engineer,Engineering,105158,19.0,"{'street': '7028 Jennifer Fork', 'city': 'Abigailberg', 'state': 'SD', 'zip': '39460', 'country': 'USA'}","['AWS', 'Kubernetes']"
140,Andrew,Snyder,travishayes@example.net,001-750-830-6439x476,2021-02-09,Business Development,Sales,86252,33.0,"{'street': '0563 White Fork Apt. 933', 'city': 'Stacytown', 'state': 'GU', 'zip': '94432', 'country': 'USA'}","['Azure', 'Scala', 'Tableau', 'GCP', 'Docker']"
141,Melissa,Cook,ashleyle@example.com,928-401-6151x50504,2020-08-23,COO,Operations,78379,50.0,"{'street': '2892 Greg Summit', 'city': 'North Kaylee', 'state': 'OR', 'zip': '96233', 'country': 'USA'}","['AWS', 'Spark', 'Hadoop']"
142,Cindy,Gray,dixondouglas@example.com,4907137239,2024-03-03,Recruiter,HR,74160,37.0,"{'street': '645 Garcia Inlet Suite 940', 'city': 'Benjaminburgh', 'state': 'FL', 'zip': '31689', 'country': 'USA'}","['Scala', 'SQL', 'GCP']"
143,Rachel,Maynard,annaclayton@example.org,001-639-340-6531,2024-06-20,IT Support,IT,96174,20.0,"{'street': '480 Mark Shoal Apt. 961', 'city': 'West Leslieview', 'state': 'MP', 'zip': '81742', 'country': 'USA'}","['AWS', 'Tableau', 'PowerBI', 'Docker', 'R']"
144,Daniel,Reyes,michaelrobertson@example.com,(750)357-0868x509,2017-08-31,Controller,Finance,106279,36.0,"{'street': '192 Conrad Knolls Suite 233', 'city': 'Albertville', 'state': 'MS', 'zip': '63796', 'country': 'USA'}","['SQL', 'Python']"
145,Crystal,Durham,justin33@example.net,680-373-0189x22324,2015-11-30,Talent Acquisition,HR,88429,28.0,"{'street': '6329 Smith Parkways', 'city': 'South David', 'state': 'PA', 'zip': '17922', 'country': 'USA'}","['Azure', 'Python', 'GCP', 'Scala']"
146,Russell,Buck,jessicatucker@example.net,+1-917-579-9509x066,2022-09-27,IT Manager,IT,88610,22.0,"{'street': '3714 Cross Springs', 'city': 'North Mary', 'state': 'AZ', 'zip': '56693', 'country': 'USA'}","['PowerBI', 'Spark']"
147,Donald,Taylor,kimjohn@example.net,(382)309-8798x2307,2024-05-30,Brand Strategist,Marketing,77688,42.0,"{'street': '5255 Amanda River Suite 614', 'city': 'East James', 'state': 'AR', 'zip': '51770', 'country': 'USA'}","['Java', 'SQL', 'Docker', 'Azure', 'PowerBI']"
148,Thomas,Berry,kevinfletcher@example.com,621-212-9225x6601,2023-06-30,IT Manager,IT,83827,33.0,"{'street': '0638 Jessica Estate', 'city': 'Port Aprilburgh', 'state': 'SC', 'zip': '03424', 'country': 'USA'}","['R', 'Scala', 'Docker', 'Kubernetes', 'Azure']"
149,Sylvia,Jacobson,edwardschris@example.com,889-870-1851,2018-02-06,Support Manager,Customer Support,85488,47.0,"{'street': '3368 Hayes Skyway', 'city': 'Noahville', 'state': 'IA', 'zip': '60325', 'country': 'USA'}","['Spark', 'Docker', 'Azure', 'Hadoop', 'Excel']"
150,Heather,Woods,alyssa51@example.net,909.987.6186x92501,2015-05-26,Support Manager,Customer Support,83204,37.0,"{'street': '3973 Cuevas Square', 'city': 'Derrickmouth', 'state': 'OK', 'zip': '76004', 'country': 'USA'}","['GCP', 'SQL', 'PowerBI', 'Java']"
151,Donna,Patterson,christine96@example.org,2165628372,2019-01-10,Engineering Manager,Engineering,114964,19.0,"{'street': '397 Alan Plaza', 'city': 'South Sharonport', 'state': 'FL', 'zip': '56480', 'country': 'USA'}","['Java', 'Python', 'Azure']"
152,Cassandra,Escobar,mnorman@example.com,(554)933-2077,2016-11-30,HR Director,HR,81292,4.0,"{'street': '481 Barry Fields Apt. 297', 'city': 'Port Peter', 'state': 'OK', 'zip': '92699', 'country': 'USA'}","['Scala', 'Spark', 'Excel', 'Azure']"
153,Marcus,Jenkins,julie78@example.org,307-551-4722x9376,2023-05-27,Customer Experience,Customer Support,72789,35.0,"{'street': '643 Joy Motorway Apt. 489', 'city': 'Millerhaven', 'state': 'MH', 'zip': '67898', 'country': 'USA'}","['Java', 'Scala']"
154,Peggy,Martinez,kevinhammond@example.org,001-249-826-9437,2017-05-20,HR Manager,HR,89537,43.0,"{'street': '2644 Chad Junction', 'city': 'Bradside', 'state': 'NH', 'zip': '71011', 'country': 'USA'}","['Tableau', 'Scala', 'Hadoop']"
155,Gina,Ruiz,kyleyang@example.net,850-315-8381,2018-04-18,IT Manager,IT,111264,37.0,"{'street': '10520 Matthew Terrace', 'city': 'East Danielbury', 'state': 'MN', 'zip': '80562', 'country': 'USA'}","['Docker', 'Hadoop']"
156,Tiffany,Davis,marthagonzales@example.org,001-202-330-5331x28598,2023-10-18,Business Development,Sales,87119,25.0,"{'street': '844 Brennan Trail Apt. 230', 'city': 'South Kendraport', 'state': 'VA', 'zip': '31529', 'country': 'USA'}","['GCP', 'Excel', 'Java', 'AWS', 'Scala']"
157,Stacey,Washington,ytodd@example.org,+1-731-669-2970,2024-11-01,Marketing Specialist,Marketing,80046,4.0,"{'street': '444 David Mission Apt. 865', 'city': 'New Christopherview', 'state': 'MI', 'zip': '45662', 'country': 'USA'}","['AWS', 'Spark']"
158,Levi,Smith,amythornton@example.net,(430)716-8946,2023-01-01,Operations Analyst,Operations,75809,8.0,"{'street': '18694 Ariana Island Suite 264', 'city': 'Kimberlyside', 'state': 'UT', 'zip': '75921', 'country': 'USA'}","['Excel', 'Docker', 'Spark', 'Kubernetes']"
159,Mitchell,George,james75@example.com,873.330.9252x227,2024-07-15,Customer Success,Customer Support,62658,33.0,"{'street': '380 John Islands', 'city': 'North Darrenburgh', 'state': 'MN', 'zip': '62205', 'country': 'USA'}","['Excel', 'AWS']"
160,Kayla,Douglas,manuelgeorge@example.com,+1-345-482-1873x972,2018-06-08,Sales Manager,Sales,101596,7.0,"{'street': '90908 Greg Ridge', 'city': 'Catherineland', 'state': 'TN', 'zip': '90824', 'country': 'USA'}","['Spark', 'AWS']"
161,Cristina,Baker,gabriellaluna@example.org,721-554-5760,2019-12-30,HR Coordinator,HR,74856,43.0,"{'street': '038 Becker Unions', 'city': 'North Josephville', 'state': 'NC', 'zip': '47165', 'country': 'USA'}","['Excel', 'PowerBI', 'R', 'Hadoop', 'AWS']"
162,Sean,Rose,linda40@example.org,+1-983-628-7651x363,2020-05-10,Sales Analyst,Sales,90154,46.0,"{'street': '117 Robert Points', 'city': 'Brandonbury', 'state': 'UT', 'zip': '88307', 'country': 'USA'}","['Python', 'AWS', 'Tableau', 'Docker', 'Spark']"
163,Patrick,Church,ealvarez@example.net,(315)502-4977x8117,2016-05-23,Sales Representative,Sales,99822,18.0,"{'street': '23687 Miller Islands Apt. 390', 'city': 'Annetteland', 'state': 'PR', 'zip': '20979', 'country': 'USA'}","['Docker', 'AWS']"
164,Manuel,Blackwell,bmayo@example.org,001-902-392-3671x960,2017-09-24,Operations Manager,Operations,86502,1.0,"{'street': '43750 Adam Ranch', 'city': 'West Kennethland', 'state': 'HI', 'zip': '95743', 'country': 'USA'}","['Python', 'PowerBI']"
165,Maxwell,Curtis,stacey49@example.net,420-844-3860x33424,2019-05-10,Auditor,Finance,97638,46.0,"{'street': '2255 Waller Parkways', 'city': 'Evanside', 'state': 'MT', 'zip': '21222', 'country': 'USA'}","['PowerBI', 'SQL']"
166,Jessica,Yates,tiffany02@example.net,705.710.8394x0980,2021-05-20,Recruiter,HR,83415,12.0,"{'street': '9191 Spencer Bridge', 'city': 'West Jonathanview', 'state': 'OR', 'zip': '75821', 'country': 'USA'}","['Spark', 'R', 'Python', 'PowerBI', 'Kubernetes']"
167,Lori,Saunders,davisian@example.net,+1-515-765-7141x20290,2021-08-05,IT Manager,IT,89493,4.0,"{'street': '557 Hall Centers', 'city': 'North Anneville', 'state': 'MH', 'zip': '37804', 'country': 'USA'}","['Kubernetes', 'Excel']"
168,Charles,Jones,ijohnson@example.org,7065942791,2016-04-14,Sales Analyst,Sales,109667,17.0,"{'street': '944 Bell Orchard', 'city': 'Port Melissafurt', 'state': 'RI', 'zip': '50897', 'country': 'USA'}","['Kubernetes', 'PowerBI', 'Excel', 'R']"
169,Scott,Clark,kayla11@example.net,001-370-445-7991x093,2022-04-12,Business Development,Sales,78838,47.0,"{'street': '5775 Terri Inlet', 'city': 'Hollandshire', 'state': 'AK', 'zip': '69385', 'country': 'USA'}","['Spark', 'Python']"
170,Amber,Hunt,houstonallison@example.com,8054855987,2020-09-08,Content Creator,Marketing,87163,33.0,"{'street': '765 Ramsey Port', 'city': 'Reidshire', 'state': 'AS', 'zip': '61948', 'country': 'USA'}","['AWS', 'Docker']"
171,Matthew,Turner,alexishouston@example.com,272.683.9356,2021-05-31,DevOps Engineer,Engineering,104565,36.0,"{'street': '66296 Joshua River', 'city': 'West Jeffrey', 'state': 'VI', 'zip': '31362', 'country': 'USA'}","['Python', 'Tableau', 'Kubernetes', 'Java']"
172,Robert,Petty,mckenzie06@example.org,2047932305,2022-05-11,Customer Success,Customer Support,65692,30.0,"{'street': '24102 Lee Fields Apt. 032', 'city': 'Hansonfurt', 'state': 'VT', 'zip': '93807', 'country': 'USA'}","['R', 'AWS', 'Azure', 'Scala']"
173,Brianna,Alvarez,aberry@example.net,502-456-2861x470,2024-02-04,COO,Operations,81401,20.0,"{'street': '4979 Michelle Lock', 'city': 'Prattmouth', 'state': 'FM', 'zip': '69596', 'country': 'USA'}","['Docker', 'Azure', 'R', 'Hadoop']"
174,Thomas,Paul,ortizbrian@example.com,635.473.1952,2022-06-15,Marketing Manager,Marketing,82140,46.0,"{'street': '093 Hardin Glen Apt. 788', 'city': 'Lake Johnton', 'state': 'ND', 'zip': '61456', 'country': 'USA'}","['Tableau', 'Docker']"
175,David,Snyder,robertjacobs@example.net,720-896-3309x809,2023-06-25,IT Support,IT,96331,4.0,"{'street': '1621 Morris Springs Apt. 786', 'city': 'North Megan', 'state': 'NC', 'zip': '55492', 'country': 'USA'}","['PowerBI', 'Kubernetes', 'AWS', 'Spark']"
176,Kimberly,Parker,rthompson@example.com,212.982.0863,2025-01-09,DevOps Engineer,Engineering,99962,41.0,"{'street': '42537 Julia Plains', 'city': 'Duncanport', 'state': 'DE', 'zip': '84586', 'country': 'USA'}","['Hadoop', 'Python']"
177,Paul,Oconnell,acoleman@example.net,001-620-734-0801x080,2023-10-15,COO,Operations,82310,49.0,"{'street': '3894 Ethan Way', 'city': 'West Cynthia', 'state': 'MN', 'zip': '57478', 'country': 'USA'}","['Python', 'PowerBI', 'SQL', 'Tableau', 'Hadoop']"
178,Alicia,Gibson,clinegina@example.com,4995042251,2023-06-27,Brand Strategist,Marketing,86578,39.0,"{'street': '91731 Amanda Union Suite 462', 'city': 'Salasfort', 'state': 'CO', 'zip': '56372', 'country': 'USA'}","['Azure', 'AWS']"
179,Caitlin,Elliott,jimenezmike@example.org,6248358851,2017-06-08,Project Manager,Operations,85794,30.0,"{'street': '183 Soto Villages Apt. 426', 'city': 'Blanchardmouth', 'state': 'VT', 'zip': '72030', 'country': 'USA'}","['PowerBI', 'AWS']"
180,Mary,Hall,fanderson@example.com,001-482-734-0081x575,2019-09-03,Sales Representative,Sales,90016,49.0,"{'street': '79596 Jason Fords', 'city': 'Chapmanberg', 'state': 'PR', 'zip': '75813', 'country': 'USA'}","['PowerBI', 'Hadoop']"
181,Brett,Vaughn,stevenvega@example.org,001-910-274-6980x13812,2021-04-19,Marketing Manager,Marketing,79137,6.0,"{'street': '90559 Taylor Inlet', 'city': 'Aprilfurt', 'state': 'NY', 'zip': '18530', 'country': 'USA'}","['Docker', 'R']"
