customer_id,first_name,last_name,email,phone,registration_date,last_activity_date,segment,total_purchases,total_spent,average_order_value,acquisition_channel,is_active,address,preferences
73,Donald,Rodriguez,cdavis@example.net,+1-953-566-4425,2023-07-12,2024-12-09,Regular,21,3880.39,697.98,Web Search,True,"{'street': '011 Cynthia Isle', 'city': 'Port April', 'state': 'OH', 'zip': '23593', 'country': 'USA'}","{'preferred_categories': ['Appliances'], 'communication_preferences': ['Mail', 'Phone'], 'favorite_products': [14, 61, 9]}"
74,Stephanie,Salinas,gutierrezalan@example.com,370-900-8316x80524,2023-12-26,2024-01-18,Regular,1,2831.05,305.42,Direct,True,"{'street': '301 Smith Villages Apt. 391', 'city': 'Martinezberg', 'state': 'VA', 'zip': '22649', 'country': 'USA'}","{'preferred_categories': ['Furniture', 'Appliances'], 'communication_preferences': ['Mail', 'Phone'], 'favorite_products': [1, 2, 83, 63, 43]}"
75,Juan,Hale,smallcindy@example.com,001-599-929-4109x047,2024-04-24,2024-05-19,VIP,1,1129.01,143.92,Referral,True,"{'street': '47102 David Pass', 'city': 'Martinside', 'state': 'VI', 'zip': '11983', 'country': 'USA'}","{'preferred_categories': ['Furniture', 'Clothing', 'Appliances'], 'communication_preferences': ['Phone', 'SMS'], 'favorite_products': [93, 90, 25]}"
76,Gregory,Keith,lloydbrian@example.com,(850)551-2330x9124,2023-11-08,2024-01-14,Regular,12,1461.1,128.36,Direct,True,"{'street': '6335 Jason Way Suite 198', 'city': 'Millsberg', 'state': 'MA', 'zip': '74974', 'country': 'USA'}","{'preferred_categories': ['Electronics', 'Clothing'], 'communication_preferences': ['SMS', 'Phone'], 'favorite_products': [35]}"
77,Megan,Erickson,cjackson@example.com,285-654-8940x39342,2023-08-18,2024-01-02,VIP,15,5269.93,255.14,Partner,True,"{'street': '559 Mejia Wall', 'city': 'Debrastad', 'state': 'NY', 'zip': '36411', 'country': 'USA'}","{'preferred_categories': ['Furniture'], 'communication_preferences': ['Mail', 'Email', 'Phone'], 'favorite_products': [73, 37, 19, 89]}"
78,Timothy,Robinson,maynardjames@example.org,6759097627,2020-11-13,2023-10-25,Regular,36,14906.45,1037.2,Web Search,True,"{'street': '00355 Neil Haven', 'city': 'Lake Deborahfurt', 'state': 'OK', 'zip': '77073', 'country': 'USA'}","{'preferred_categories': ['Electronics', 'Clothing'], 'communication_preferences': ['Phone', 'SMS'], 'favorite_products': [39]}"
79,Patricia,Garza,ohughes@example.com,+1-394-293-8041x30865,2021-11-22,2023-01-06,VIP,41,6445.93,268.78,Advertisement,True,"{'street': '89298 Nixon Loop Suite 058', 'city': 'South Rachel', 'state': 'DC', 'zip': '57108', 'country': 'USA'}","{'preferred_categories': ['Clothing', 'Electronics', 'Appliances'], 'communication_preferences': ['Mail', 'Email'], 'favorite_products': [19, 34, 49]}"
80,Alexa,Ayala,lmerritt@example.net,439-394-3609x55539,2023-01-01,2024-06-13,New,9,11203.79,629.0,Social Media,True,"{'street': '3868 Alyssa Islands Suite 285', 'city': 'Larryville', 'state': 'AZ', 'zip': '23032', 'country': 'USA'}","{'preferred_categories': ['Electronics', 'Clothing'], 'communication_preferences': ['SMS', 'Phone'], 'favorite_products': [56, 14, 34]}"
81,Jordan,Reed,ashleycurtis@example.org,+1-304-595-6580x55535,2023-01-06,2025-04-09,New,27,8253.06,304.09,Web Search,False,"{'street': '66194 Denise Tunnel Apt. 962', 'city': 'Greenside', 'state': 'MH', 'zip': '32185', 'country': 'USA'}","{'preferred_categories': ['Furniture', 'Appliances'], 'communication_preferences': ['Email'], 'favorite_products': []}"
82,Robert,Benton,lisa01@example.org,538-252-7068x439,2020-12-25,2025-05-19,Premium,22,22216.45,1830.77,Direct,True,"{'street': '6692 Hall Meadow Apt. 246', 'city': 'Julieshire', 'state': 'TX', 'zip': '28154', 'country': 'USA'}","{'preferred_categories': ['Electronics', 'Furniture'], 'communication_preferences': ['SMS', 'Phone'], 'favorite_products': [89, 91]}"
83,Gabriel,Ryan,janeromero@example.org,655.411.2284x02425,2024-09-21,2024-10-25,Premium,4,1861.47,301.19,Partner,True,"{'street': '499 Rogers Square Suite 872', 'city': 'West Johnstad', 'state': 'OR', 'zip': '80306', 'country': 'USA'}","{'preferred_categories': ['Furniture', 'Clothing'], 'communication_preferences': ['Mail', 'Phone'], 'favorite_products': [50, 74, 70, 75, 73]}"
84,Stacy,Hester,julia06@example.com,+1-298-824-3008x0573,2023-04-28,2024-04-09,Premium,4,725.9,47.23,Advertisement,True,"{'street': '917 Grant Oval Suite 085', 'city': 'East Virginiabury', 'state': 'MD', 'zip': '03195', 'country': 'USA'}","{'preferred_categories': ['Furniture', 'Electronics'], 'communication_preferences': ['Email'], 'favorite_products': []}"
85,Christine,Owen,fsanders@example.net,(328)927-6922x88559,2023-06-23,2023-10-21,VIP,22,566.47,55.26,Partner,True,"{'street': '80629 Mendez Course Apt. 946', 'city': 'Hernandezbury', 'state': 'DC', 'zip': '44645', 'country': 'USA'}","{'preferred_categories': ['Clothing', 'Appliances', 'Electronics'], 'communication_preferences': ['SMS', 'Mail'], 'favorite_products': [91, 27]}"
86,Dawn,Hall,zharrington@example.com,(599)676-3879x13096,2025-03-15,2025-04-25,Regular,1,1187.83,1187.83,Advertisement,True,"{'street': '88768 Soto Knolls', 'city': 'East Nathanielmouth', 'state': 'MH', 'zip': '39710', 'country': 'USA'}","{'preferred_categories': ['Clothing', 'Appliances'], 'communication_preferences': ['Email', 'Mail'], 'favorite_products': [81]}"
87,Anthony,Blair,byoung@example.org,001-369-989-8706x82699,2022-01-17,2024-05-20,Premium,10,1919.49,416.04,Web Search,True,"{'street': '54934 Wallace Valley Suite 082', 'city': 'South Michael', 'state': 'NV', 'zip': '73066', 'country': 'USA'}","{'preferred_categories': ['Clothing', 'Electronics', 'Furniture'], 'communication_preferences': ['Phone', 'Email'], 'favorite_products': [17]}"
88,Kyle,Moore,andrew24@example.net,+1-422-728-0346x54709,2023-03-17,2025-04-29,Regular,15,2889.94,149.36,Web Search,True,"{'street': '9632 Lauren Forges', 'city': 'South Thomas', 'state': 'GA', 'zip': '52595', 'country': 'USA'}","{'preferred_categories': ['Electronics', 'Appliances'], 'communication_preferences': ['Phone', 'SMS', 'Email'], 'favorite_products': [8, 10, 76, 25, 83]}"
89,Jessica,Williams,smiththomas@example.net,9719154018,2023-10-23,2024-01-13,Premium,10,2002.12,264.98,Direct,True,"{'street': '908 Jones Locks', 'city': 'New Brendachester', 'state': 'TN', 'zip': '67408', 'country': 'USA'}","{'preferred_categories': ['Appliances', 'Furniture', 'Electronics'], 'communication_preferences': ['Email', 'Mail'], 'favorite_products': []}"
90,Margaret,Herman,cooperjason@example.org,202.784.4953,2024-09-26,2025-02-14,New,6,500.4,183.71,Direct,True,"{'street': '872 Christopher Square', 'city': 'Woodsport', 'state': 'MN', 'zip': '29603', 'country': 'USA'}","{'preferred_categories': ['Furniture', 'Appliances'], 'communication_preferences': ['Phone', 'Mail'], 'favorite_products': [34, 82, 88]}"
91,Jonathan,Miller,david71@example.org,3143054440,2021-07-22,2021-11-01,New,36,19425.5,3146.74,Advertisement,True,"{'street': '2463 John Flat Apt. 618', 'city': 'Barbaraport', 'state': 'SC', 'zip': '55236', 'country': 'USA'}","{'preferred_categories': ['Appliances', 'Electronics', 'Furniture'], 'communication_preferences': ['Email', 'Mail'], 'favorite_products': [59, 49, 37, 89]}"
92,Andre,Castaneda,kgonzales@example.net,392.694.8430x1951,2021-09-06,2023-01-26,Premium,44,20786.95,1698.58,Direct,True,"{'street': '799 Hendrix Canyon Suite 154', 'city': 'Heatherton', 'state': 'WV', 'zip': '39448', 'country': 'USA'}","{'preferred_categories': ['Clothing', 'Electronics'], 'communication_preferences': ['Email', 'Phone', 'SMS'], 'favorite_products': [4, 7, 97, 66]}"
93,Christopher,Jones,lwalton@example.net,503-277-0654x6303,2022-10-09,2024-10-24,VIP,7,6605.58,418.8,Direct,True,"{'street': '036 Erin Trail', 'city': 'Allisonbury', 'state': 'KS', 'zip': '99540', 'country': 'USA'}","{'preferred_categories': ['Electronics', 'Clothing', 'Appliances'], 'communication_preferences': ['SMS', 'Email', 'Phone'], 'favorite_products': [72]}"
94,Brian,King,abigailmedina@example.net,(873)271-8651x3405,2020-06-04,2022-11-30,Regular,51,24997.06,645.31,Social Media,True,"{'street': '481 Brooke Via', 'city': 'East Kathyfurt', 'state': 'AR', 'zip': '96851', 'country': 'USA'}","{'preferred_categories': ['Furniture', 'Clothing', 'Appliances'], 'communication_preferences': ['Email', 'Mail'], 'favorite_products': [74, 40, 64, 78]}"
95,Jason,Parsons,waterstammy@example.net,(980)568-6399x69546,2023-10-09,2024-01-19,New,2,1177.68,251.77,Advertisement,False,"{'street': '114 Christian Forge Apt. 662', 'city': 'South Kimberly', 'state': 'SD', 'zip': '17626', 'country': 'USA'}","{'preferred_categories': ['Clothing', 'Furniture', 'Electronics'], 'communication_preferences': ['SMS'], 'favorite_products': [24]}"
96,Melissa,Anderson,ycollins@example.net,(513)392-9452,2020-12-08,2023-07-18,Premium,34,17782.15,434.02,Advertisement,True,"{'street': '8990 Nicole Courts Suite 802', 'city': 'Silvafurt', 'state': 'NY', 'zip': '27024', 'country': 'USA'}","{'preferred_categories': ['Furniture', 'Electronics', 'Clothing'], 'communication_preferences': ['Mail'], 'favorite_products': [9]}"
97,Erica,Walker,mary99@example.com,(914)387-9622x9114,2022-02-07,2025-03-27,New,9,876.49,31.81,Advertisement,True,"{'street': '14046 Kayla Prairie', 'city': 'North Becky', 'state': 'MI', 'zip': '18929', 'country': 'USA'}","{'preferred_categories': ['Appliances'], 'communication_preferences': ['Phone'], 'favorite_products': [46, 68]}"
98,Denise,Ross,harrisonbrian@example.net,001-841-617-8229x18284,2025-04-18,2025-05-12,Premium,0,394.82,394.82,Referral,True,"{'street': '8562 Colton Gateway Apt. 584', 'city': 'New Spencer', 'state': 'TX', 'zip': '17690', 'country': 'USA'}","{'preferred_categories': ['Furniture', 'Clothing'], 'communication_preferences': ['Email', 'SMS'], 'favorite_products': [85, 15, 46, 13]}"
99,Mark,Hardy,glennhobbs@example.net,+1-223-294-2964x6765,2023-05-21,2023-11-02,New,20,6593.04,620.9,Referral,True,"{'street': '5468 Mary Rapid Suite 734', 'city': 'Bellfurt', 'state': 'AR', 'zip': '17947', 'country': 'USA'}","{'preferred_categories': ['Furniture', 'Appliances'], 'communication_preferences': ['Email', 'Phone', 'SMS'], 'favorite_products': []}"
100,Brandi,Maxwell,cbutler@example.org,001-735-519-2685x24755,2021-08-03,2024-08-19,Premium,32,6292.89,478.69,Advertisement,True,"{'street': '442 Grant Junctions Suite 113', 'city': 'Huynhville', 'state': 'VA', 'zip': '05430', 'country': 'USA'}","{'preferred_categories': ['Electronics', 'Appliances'], 'communication_preferences': ['Email', 'Mail'], 'favorite_products': [47]}"
101,Christina,Lopez,walterhickman@example.com,499-420-2700,2022-10-24,2024-02-20,New,10,637.5,39.31,Direct,True,"{'street': '04922 Evans Heights', 'city': 'West Paul', 'state': 'WV', 'zip': '35341', 'country': 'USA'}","{'preferred_categories': ['Electronics', 'Clothing', 'Furniture'], 'communication_preferences': ['SMS', 'Phone'], 'favorite_products': [67, 79]}"
102,Tyrone,Bryant,ssnyder@example.net,(211)376-7579x82361,2023-10-11,2025-04-15,Premium,2,8386.53,599.92,Web Search,True,"{'street': '2728 Christian Via Suite 946', 'city': 'West Charles', 'state': 'MA', 'zip': '94096', 'country': 'USA'}","{'preferred_categories': ['Furniture', 'Electronics'], 'communication_preferences': ['Mail', 'SMS'], 'favorite_products': [7, 14, 70]}"
103,Cameron,Scott,amycherry@example.com,(238)545-6698,2021-02-08,2024-09-15,VIP,30,15726.89,302.58,Partner,True,"{'street': '352 Eric Union Apt. 776', 'city': 'Douglasstad', 'state': 'NE', 'zip': '79160', 'country': 'USA'}","{'preferred_categories': ['Electronics', 'Appliances'], 'communication_preferences': ['Phone'], 'favorite_products': [31]}"
104,Cesar,Hernandez,freemananthony@example.com,486-346-0260,2021-08-18,2024-01-08,Regular,26,849.72,20.56,Partner,True,"{'street': '894 Ryan Spring', 'city': 'South Janice', 'state': 'OK', 'zip': '97800', 'country': 'USA'}","{'preferred_categories': ['Clothing', 'Furniture', 'Electronics'], 'communication_preferences': ['Email', 'SMS'], 'favorite_products': [82, 56]}"
105,Natalie,Lee,hopkinstracy@example.com,3027422376,2022-08-24,2025-03-10,Premium,19,257.82,10.65,Partner,True,"{'street': '3841 Andrew Crossroad Suite 875', 'city': 'Hornfurt', 'state': 'FL', 'zip': '75854', 'country': 'USA'}","{'preferred_categories': ['Furniture', 'Electronics'], 'communication_preferences': ['Phone', 'Email'], 'favorite_products': [49, 86]}"
106,Michelle,Andersen,cpierce@example.net,(247)707-2275,2024-03-08,2024-09-24,Premium,3,4298.82,368.02,Web Search,True,"{'street': '372 Murillo Meadow', 'city': 'Sawyerchester', 'state': 'NV', 'zip': '03288', 'country': 'USA'}","{'preferred_categories': ['Appliances', 'Furniture'], 'communication_preferences': ['SMS'], 'favorite_products': [70, 57, 16, 72, 67]}"
107,Grace,Cole,morrisonnicole@example.org,(807)251-9429x141,2024-04-03,2024-05-31,Regular,6,3069.07,639.18,Referral,True,"{'street': '845 Preston Mountain', 'city': 'South Linda', 'state': 'GU', 'zip': '91612', 'country': 'USA'}","{'preferred_categories': ['Appliances', 'Furniture'], 'communication_preferences': ['Phone'], 'favorite_products': [52, 59, 72, 69, 3]}"
108,Hannah,Harrison,edavis@example.org,(700)547-3485,2020-10-18,2025-02-08,New,48,4132.45,81.5,Web Search,True,"{'street': '47094 Samuel Forges', 'city': 'North George', 'state': 'DE', 'zip': '76132', 'country': 'USA'}","{'preferred_categories': ['Furniture'], 'communication_preferences': ['SMS', 'Mail'], 'favorite_products': [59, 79, 96, 54, 98]}"
109,Theresa,Palmer,michaelharris@example.com,+1-566-752-2589x242,2023-09-11,2024-07-21,Regular,19,1746.29,124.95,Direct,True,"{'street': '326 Timothy Fork Suite 020', 'city': 'Edwardbury', 'state': 'AL', 'zip': '10686', 'country': 'USA'}","{'preferred_categories': ['Appliances', 'Furniture', 'Clothing'], 'communication_preferences': ['Phone', 'Email', 'Mail'], 'favorite_products': [7, 90, 91]}"
110,Suzanne,Johnson,kara12@example.org,300.667.4442,2022-04-26,2023-09-10,Premium,20,1179.66,58.98,Referral,True,"{'street': '73119 Hayes Turnpike', 'city': 'South Kimberlymouth', 'state': 'AS', 'zip': '11533', 'country': 'USA'}","{'preferred_categories': ['Clothing', 'Furniture'], 'communication_preferences': ['Phone'], 'favorite_products': []}"
111,Scott,Reed,steven07@example.net,001-752-304-9824x0194,2023-01-25,2023-11-28,Regular,9,11443.25,600.69,Direct,True,"{'street': '396 Karen Valley Suite 386', 'city': 'East Mia', 'state': 'WV', 'zip': '08168', 'country': 'USA'}","{'preferred_categories': ['Clothing', 'Electronics'], 'communication_preferences': ['Mail'], 'favorite_products': [44, 88]}"
112,James,Murphy,hhill@example.org,857-225-3477x7049,2023-01-12,2025-04-03,Regular,27,2195.27,227.14,Social Media,True,"{'street': '1990 Olsen Forks', 'city': 'Lake Emily', 'state': 'NJ', 'zip': '77500', 'country': 'USA'}","{'preferred_categories': ['Furniture'], 'communication_preferences': ['Mail', 'SMS'], 'favorite_products': [46, 76, 69, 14, 10]}"
113,Rebecca,Ortega,thomasgolden@example.org,+1-276-706-2288x138,2025-05-16,2025-05-16,Premium,0,19.13,19.13,Partner,True,"{'street': '5434 Samantha Crescent Apt. 355', 'city': 'Port Randyside', 'state': 'PA', 'zip': '29562', 'country': 'USA'}","{'preferred_categories': ['Clothing', 'Electronics', 'Furniture'], 'communication_preferences': ['Email'], 'favorite_products': [50, 96, 59]}"
114,John,Lopez,jonathan67@example.net,567-562-3381,2025-04-24,2025-05-01,New,0,167.59,167.59,Advertisement,True,"{'street': '7411 Andrea Estate', 'city': 'Dawsonmouth', 'state': 'DC', 'zip': '46098', 'country': 'USA'}","{'preferred_categories': ['Electronics'], 'communication_preferences': ['Mail', 'SMS', 'Phone'], 'favorite_products': [85, 58, 81, 9, 93]}"
115,Leslie,Byrd,fkhan@example.org,001-727-267-7504x5404,2021-03-07,2024-09-25,New,16,6679.95,849.47,Web Search,True,"{'street': '620 Smith Park Apt. 245', 'city': 'West Johnmouth', 'state': 'WA', 'zip': '38002', 'country': 'USA'}","{'preferred_categories': ['Appliances', 'Electronics'], 'communication_preferences': ['Phone'], 'favorite_products': [4, 97, 59, 49, 10]}"
116,Robert,Key,kimberly31@example.com,+1-880-580-4610x36370,2025-01-26,2025-04-13,New,0,187.54,183.72,Partner,False,"{'street': '5282 Benjamin Pine', 'city': 'Lake Nicholas', 'state': 'PW', 'zip': '70173', 'country': 'USA'}","{'preferred_categories': ['Electronics'], 'communication_preferences': ['Mail'], 'favorite_products': [73]}"
117,Albert,Lee,hsmith@example.org,5105148978,2024-04-12,2024-05-10,New,10,7371.72,590.2,Partner,True,"{'street': '489 Mathews Street Apt. 021', 'city': 'Joelfort', 'state': 'AK', 'zip': '26387', 'country': 'USA'}","{'preferred_categories': ['Clothing'], 'communication_preferences': ['Phone', 'Email'], 'favorite_products': [3, 21, 74]}"
118,Julie,Jackson,michaeljones@example.com,378-938-0658,2022-07-31,2023-11-15,Regular,29,15959.2,658.27,Referral,True,"{'street': '117 Emma Rapids Apt. 590', 'city': 'Timothymouth', 'state': 'UT', 'zip': '56845', 'country': 'USA'}","{'preferred_categories': ['Clothing'], 'communication_preferences': ['Mail', 'Email', 'Phone'], 'favorite_products': [50, 96, 94, 51, 82]}"
119,Justin,Pierce,keithhopkins@example.org,+1-626-721-3456x056,2023-10-02,2024-12-17,Premium,16,1817.0,388.92,Social Media,False,"{'street': '73832 Young Harbors', 'city': 'Donaldbury', 'state': 'PA', 'zip': '11909', 'country': 'USA'}","{'preferred_categories': ['Clothing', 'Appliances'], 'communication_preferences': ['Email'], 'favorite_products': [5, 70, 50, 84]}"
120,Pam,Luna,robertrodriguez@example.com,001-828-469-5970,2020-07-23,2022-08-13,Premium,52,7841.65,174.8,Referral,True,"{'street': '743 Betty Meadow', 'city': 'Jonesland', 'state': 'CT', 'zip': '64720', 'country': 'USA'}","{'preferred_categories': ['Clothing', 'Electronics'], 'communication_preferences': ['Email', 'Mail', 'SMS'], 'favorite_products': []}"
121,Scott,Clark,lawrencewest@example.com,001-734-867-5621x785,2021-06-21,2023-04-30,Regular,34,3450.39,139.86,Direct,True,"{'street': '6340 Casey Crossroad Suite 464', 'city': 'Port Stacy', 'state': 'MH', 'zip': '08614', 'country': 'USA'}","{'preferred_categories': ['Appliances'], 'communication_preferences': ['Phone', 'Mail', 'SMS'], 'favorite_products': []}"
122,Marc,Johnson,wgarcia@example.org,867.573.2938x449,2022-12-03,2024-07-28,Regular,20,9500.11,357.21,Social Media,True,"{'street': '551 Clark Mission Apt. 924', 'city': 'East Crystalburgh', 'state': 'SC', 'zip': '10508', 'country': 'USA'}","{'preferred_categories': ['Furniture', 'Electronics'], 'communication_preferences': ['SMS', 'Email', 'Mail'], 'favorite_products': [15]}"
